Accession,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Highest mean condition,Lowest mean condition,Description,20170831_UDMSE_CONTROL_R001,20170831_UDMSE_CONTROL_R002,20170831_UDMSE_CONTROL_R003,20170831_UDMSE_INFECTED_R001,20170831_UDMSE_INFECTED_R002,20170831_UDMSE_INFECTED_R003,20170831_UDMSE_CONTROL_raw_R001,20170831_UDMSE_CONTROL_raw_R002,20170831_UDMSE_CONTROL_raw_R003,20170831_UDMSE_INFECTED__raw_R001,20170831_UDMSE_INFECTED_raw_R002,20170831_UDMSE_INFECTED_raw_003
A0A0D9R246,9,7,46.2443,0.551997473,0.079468559,1.022978637,0.080137806,C,I,Damage specific DNA binding protein 1 OS=Chlorocebus sabaeus GN=DDB1 PE=4 SV=1,28241.15523,27975.7495,29054.66087,29758.85375,26824.27518,26773.02584,28241.15523,27975.7495,29054.66087,29758.85375,26824.27518,26773.02584
A0A0D9RH01,3,1,14.9233,0.555156499,0.079827151,1.035782972,0.079634507,I,C,Kinesin family member 16B OS=Chlorocebus sabaeus GN=KIF16B PE=3 SV=1,145957.3155,120345.275,134367.2216,134540.0564,137133.5462,143333.366,145957.3155,120345.275,134367.2216,134540.0564,137133.5462,143333.366
A0A0D9R0A8,1,1,5.7343,0.55531713,0.079827151,1.071597259,0.079609083,I,C,Vitamin K epoxide reductase complex subunit 1 OS=Chlorocebus sabaeus GN=VKORC1 PE=4 SV=1,4750.833102,4474.122868,4771.273047,4117.629232,5399.942815,5480.748601,4750.833102,4474.122868,4771.273047,4117.629232,5399.942815,5480.748601
A0A0D9S3E5,13,13,151.6468,0.558511237,0.080226435,1.091500929,0.079106876,I,C,LIM and SH3 protein 1 OS=Chlorocebus sabaeus GN=LASP1 PE=4 SV=1,161176.2831,201763.3564,183201.6781,159412.393,207903.4655,228797.8968,161176.2831,201763.3564,183201.6781,159412.393,207903.4655,228797.8968
A0A0D9S6R0,9,2,52.6535,0.560791806,0.080493999,1.058983272,0.07875217,I,C,Coiled-coil domain containing 18 OS=Chlorocebus sabaeus GN=CCDC18 PE=4 SV=1,7011.330792,6149.816946,5311.129014,5858.150829,6968.059531,6735.621722,7011.330792,6149.816946,5311.129014,5858.150829,6968.059531,6735.621722
A0A0D9S252,7,2,55.8342,0.561924955,0.08059659,1.059882212,0.078577114,C,I,High mobility group box 2 OS=Chlorocebus sabaeus GN=HMGB2 PE=4 SV=1,5564.652393,6581.97646,7107.242194,6654.632673,5886.191591,5625.223643,5564.652393,6581.97646,7107.242194,6654.632673,5886.191591,5625.223643
A0A0D9S0C3,7,4,32.8824,0.562451608,0.080612103,1.015330406,0.07849602,I,C,Alpha-1_4 glucan phosphorylase OS=Chlorocebus sabaeus GN=PYGB PE=3 SV=1,17885.92383,19088.0568,19350.2539,19110.93553,18847.36374,19229.40866,17885.92383,19088.0568,19350.2539,19110.93553,18847.36374,19229.40866
A0A0D9REW6,15,8,73.8753,0.563446138,0.080694601,1.037201413,0.078343343,C,I,Inositol 1_4_5-trisphosphate receptor type 1 OS=Chlorocebus sabaeus GN=ITPR1 PE=4 SV=1,374776.764,372828.7742,437700.1981,388683.6038,374081.1267,380027.5195,374776.764,372828.7742,437700.1981,388683.6038,374081.1267,380027.5195
REVERSE6756,4,2,23.2749,0.566532075,0.081076278,1.043212872,0.077873406,I,C,Reversed Sequence 6756,13600.82658,15573.49012,17718.28113,15988.17107,16466.91201,16463.87857,13600.82658,15573.49012,17718.28113,15988.17107,16466.91201,16463.87857
A0A0D9RXX9,6,2,32.2425,0.57067347,0.081608322,1.062691152,0.07725169,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,5630.396414,4472.077203,4485.563783,4739.046234,4099.705392,4888.696249,5630.396414,4472.077203,4485.563783,4739.046234,4099.705392,4888.696249
A0A0D9SC49,18,1,169.9677,0.572151227,0.081758949,1.076655749,0.0770323,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=3 SV=1,4829.070908,6408.450003,5850.976705,6025.512276,4449.953519,5396.364755,4829.070908,6408.450003,5850.976705,6025.512276,4449.953519,5396.364755
A0A0D9RHD1;A0A0D9RJW0,9,5,92.5254,0.574119007,0.081931898,1.01655627,0.076742145,C,I,Eukaryotic translation initiation factor 5A OS=Chlorocebus sabaeus GN=EIF5A PE=4 SV=1,46059.67471,49954.57724,47623.31994,48099.06064,46945.65439,46253.48577,46059.67471,49954.57724,47623.31994,48099.06064,46945.65439,46253.48577
REVERSE5462,1,1,4.8702,0.574212214,0.081931898,1.114666025,0.076728458,I,C,Reversed Sequence 5462,2893.969351,2128.418056,2809.209998,2194.688233,3331.811058,3203.116256,2893.969351,2128.418056,2809.209998,2194.688233,3331.811058,3203.116256
REVERSE18910,4,2,24.6433,0.578945586,0.082525727,1.038653462,0.076039947,C,I,Reversed Sequence 18910,7788.413102,7084.847667,6405.34146,6914.139175,6917.139954,6655.440458,7788.413102,7084.847667,6405.34146,6914.139175,6917.139954,6655.440458
A0A0D9S9G5,2,2,11.2889,0.579230862,0.082525727,1.038802036,0.075998861,I,C,Cyclin dependent kinase 1 OS=Chlorocebus sabaeus GN=CDK1 PE=4 SV=1,9974.870984,11806.30951,12561.88854,12218.06214,11859.60325,11597.98464,9974.870984,11806.30951,12561.88854,12218.06214,11859.60325,11597.98464
A0A0D9QZF1;A0A0D9S940;A0A0D9SBB0;A0A0D9SC01;A0A0D9RCV5,15,5,127.9154,0.580294825,0.082616209,1.049998418,0.075846039,C,I,Heterogeneous nuclear ribonucleoprotein A1 OS=Chlorocebus sabaeus GN=HNRNPA1 PE=4 SV=1,72684.64788,58963.68734,58116.72175,60217.72074,59974.62302,60536.55419,72684.64788,58963.68734,58116.72175,60217.72074,59974.62302,60536.55419
A0A0D9QWI4,4,2,16.654,0.591404929,0.084135762,1.055287655,0.074288124,C,I,Component of oligomeric golgi complex 4 OS=Chlorocebus sabaeus GN=COG4 PE=4 SV=1,8239.375924,7395.349478,7550.483481,5913.700674,8224.907169,7831.903022,8239.375924,7395.349478,7550.483481,5913.700674,8224.907169,7831.903022
A0A0D9SC95,6,2,32.6475,0.593377478,0.084354086,1.147363294,0.074018624,I,C,Uncharacterized protein OS=Chlorocebus sabaeus PE=3 SV=1,13307.56514,10265.43441,8604.927676,9274.652846,11085.4722,16559.64753,13307.56514,10265.43441,8604.927676,9274.652846,11085.4722,16559.64753
A0A0D9S1T8,11,9,96.4373,0.594336388,0.084428095,1.009322986,0.073888373,I,C,Caveolae associated protein 1 OS=Chlorocebus sabaeus GN=CAVIN1 PE=4 SV=1,55107.8019,52469.78091,52767.99413,54533.97816,53702.63363,53603.86467,55107.8019,52469.78091,52767.99413,54533.97816,53702.63363,53603.86467
A0A0D9RML4,5,3,26.1903,0.596028025,0.084606006,1.055896391,0.073659799,I,C,Proteasome 26S subunit_ non-ATPase 2 OS=Chlorocebus sabaeus GN=PSMD2 PE=4 SV=1,18819.6466,13673.58442,12737.76585,15672.41094,16052.70815,16034.12728,18819.6466,13673.58442,12737.76585,15672.41094,16052.70815,16034.12728
A0A0D9SCE0,5,3,40.4097,0.596800535,0.084653281,1.065490479,0.073555926,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,49876.49107,51448.64015,66560.73405,53046.63058,55296.68402,49223.42915,49876.49107,51448.64015,66560.73405,53046.63058,55296.68402,49223.42915
A0A0D9R8T1,2,2,10.9893,0.604044223,0.085524379,1.06966156,0.072597295,C,I,PDZ and LIM domain 7 OS=Chlorocebus sabaeus GN=PDLIM7 PE=4 SV=1,6598.402877,5721.976006,4880.493901,5230.210369,4693.334032,6157.123934,6598.402877,5721.976006,4880.493901,5230.210369,4693.334032,6157.123934
A0A0D9RSA7,3,3,8.3154,0.604395022,0.085524379,1.036035143,0.072551568,C,I,Trafficking protein particle complex 6B OS=Chlorocebus sabaeus GN=TRAPPC6B PE=4 SV=1,7485.259274,8011.942029,8816.553159,7872.245359,8328.371523,7267.461991,7485.259274,8011.942029,8816.553159,7872.245359,8328.371523,7267.461991
A0A0D9R8P6,4,4,23.9383,0.605272658,0.085524379,1.049108887,0.072437446,C,I,Developmentally regulated GTP binding protein 1 OS=Chlorocebus sabaeus GN=DRG1 PE=4 SV=1,10630.34471,9869.446391,12515.1119,9754.46228,10995.27939,10719.73057,10630.34471,9869.446391,12515.1119,9754.46228,10995.27939,10719.73057
A0A0D9S510,8,6,37.7975,0.605295362,0.085524379,1.030976079,0.072434499,I,C,Huntingtin interacting protein 1 related OS=Chlorocebus sabaeus GN=HIP1R PE=4 SV=1,30268.6935,31375.1827,29206.55551,33857.94044,28781.52705,31025.15435,30268.6935,31375.1827,29206.55551,33857.94044,28781.52705,31025.15435
A0A0D9RN81,24,13,129.8372,0.605453669,0.085524379,1.020730505,0.072413958,C,I,Pre-mRNA processing factor 8 OS=Chlorocebus sabaeus GN=PRPF8 PE=4 SV=1,95188.84045,101368.4324,102005.3144,94756.20962,94270.52084,103472.2062,95188.84045,101368.4324,102005.3144,94756.20962,94270.52084,103472.2062
A0A0D9R6H5;A0A0D9R8A6,7,6,47.893,0.605605684,0.085524379,1.016770606,0.072394246,I,C,Uncharacterized protein OS=Chlorocebus sabaeus PE=3 SV=1,65704.69943,60773.08889,60033.67287,62174.43301,62701.32907,64763.60935,65704.69943,60773.08889,60033.67287,62174.43301,62701.32907,64763.60935
A0A0D9RH12,5,4,25.1961,0.609245173,0.085975321,1.025508268,0.071925848,C,I,Succinate--CoA ligase [GDP-forming] subunit beta_ mitochondrial OS=Chlorocebus sabaeus GN=SUCLG2 PE=3 SV=1,19357.52148,17747.79898,20100.54727,18835.65111,17729.49652,19217.79389,19357.52148,17747.79898,20100.54727,18835.65111,17729.49652,19217.79389
A0A0D9RNR3,6,5,49.9875,0.611435338,0.086221226,1.024276673,0.071647236,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,32783.3355,36073.05006,33990.99256,35680.62924,33000.0603,31729.07357,32783.3355,36073.05006,33990.99256,35680.62924,33000.0603,31729.07357
A0A0D9RBY1,3,2,15.7026,0.613137545,0.086398013,1.00963397,0.071432374,C,I,Translocase of inner mitochondrial membrane 8A OS=Chlorocebus sabaeus GN=TIMM8A PE=3 SV=1,16145.28853,16273.43075,16010.15798,16381.91531,16129.06063,15455.79091,16145.28853,16273.43075,16010.15798,16381.91531,16129.06063,15455.79091
REVERSE6836,5,1,30.1921,0.616860585,0.086816415,1.040980923,0.070967495,I,C,Reversed Sequence 6836,3565.097676,3776.808537,4465.222004,3763.374977,4222.828665,4304.791584,3565.097676,3776.808537,4465.222004,3763.374977,4222.828665,4304.791584
A0A0D9QUW2,2,1,12.501,0.617008201,0.086816415,1.042916367,0.070949205,I,C,Fibrillarin OS=Chlorocebus sabaeus GN=FBL PE=3 SV=1,7150.172968,8103.871448,7414.516076,8890.355409,7456.318327,7294.739025,7150.172968,8103.871448,7414.516076,8890.355409,7456.318327,7294.739025
A0A0D9RCW4,4,1,25.3834,0.618625478,0.086968579,1.045773832,0.070749529,C,I,Chromosome 6 open reading frame 222 OS=Chlorocebus sabaeus GN=C6orf222 PE=4 SV=1,9400.874241,11946.50223,10499.69335,10584.7554,10324.34223,9544.016448,9400.874241,11946.50223,10499.69335,10584.7554,10324.34223,9544.016448
A0A0D9RP67,3,1,26.2807,0.618994024,0.086968579,1.045929734,0.070704208,C,I,Ribosomal protein S4_ X-linked OS=Chlorocebus sabaeus GN=RPS4X PE=4 SV=1,16966.71534,14844.27411,17335.13242,18013.4374,15009.27463,13965.26457,16966.71534,14844.27411,17335.13242,18013.4374,15009.27463,13965.26457
A0A0D9S2Q6,1,1,4.9064,0.619444107,0.086968579,1.047669245,0.07064895,C,I,Adenine phosphoribosyltransferase OS=Chlorocebus sabaeus GN=APRT PE=3 SV=1,2260.449705,2227.497185,2743.091606,2181.336163,2525.847109,2194.840938,2260.449705,2227.497185,2743.091606,2181.336163,2525.847109,2194.840938
A0A0D9RD68,4,1,41.055,0.624448492,0.08760733,1.244450773,0.070041224,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,834.4281027,2128.728384,1989.449058,2082.23681,897.3089355,1000.206329,834.4281027,2128.728384,1989.449058,2082.23681,897.3089355,1000.206329
A0A0D9RU32,4,2,21.746,0.626063337,0.087769959,1.117321005,0.069847713,C,I,Kinesin-like protein OS=Chlorocebus sabaeus GN=KIF9 PE=3 SV=1,3397.248363,5501.971619,3424.117714,3643.188123,3838.508608,3547.665147,3397.248363,5501.971619,3424.117714,3643.188123,3838.508608,3547.665147
A0A0D9S7U2,11,8,106.5999,0.628733008,0.088080125,1.019399238,0.069530543,C,I,Splicing factor proline and glutamine rich OS=Chlorocebus sabaeus GN=SFPQ PE=4 SV=1,125225.8257,124484.3422,137074.0222,125923.9924,130412.2468,123087.4212,125225.8257,124484.3422,137074.0222,125923.9924,130412.2468,123087.4212
A0A0D9QZ86,4,1,42.5944,0.631785696,0.088443458,1.424607846,0.069172028,C,I,Internexin neuronal intermediate filament protein alpha OS=Chlorocebus sabaeus GN=INA PE=3 SV=1,8138.995394,4629.123948,2058.356815,3280.848006,3544.355635,3582.205105,8138.995394,4629.123948,2058.356815,3280.848006,3544.355635,3582.205105
A0A0D9S0M6,4,1,17.1813,0.633292617,0.088590029,1.031207262,0.068996673,C,I,Malic enzyme OS=Chlorocebus sabaeus GN=ME3 PE=3 SV=1,9951.435139,8950.952181,8814.982729,9085.140062,8172.52049,9620.903113,9951.435139,8950.952181,8814.982729,9085.140062,8172.52049,9620.903113
A0A0D9S9C5;A0A0D9SDJ7,2,2,21.0189,0.635306903,0.08880731,1.072760535,0.068763941,C,I,Protein S100 OS=Chlorocebus sabaeus PE=3 SV=1,26985.73922,30764.83543,21202.59842,26651.5526,24261.56106,22685.01987,26985.73922,30764.83543,21202.59842,26651.5526,24261.56106,22685.01987
A0A0D9QVF5,6,1,25.5399,0.636726338,0.088941184,1.044852445,0.068601075,C,I,Aminoacyl tRNA synthetase complex interacting multifunctional protein 1 OS=Chlorocebus sabaeus GN=AIMP1 PE=4 SV=1,4616.643571,3977.644848,3726.258713,4239.996501,3526.636996,4025.028752,4616.643571,3977.644848,3726.258713,4239.996501,3526.636996,4025.028752
A0A0D9RGR4,13,6,61.3055,0.647608102,0.090306765,1.042725207,0.06738321,I,C,Kinesin-like protein OS=Chlorocebus sabaeus GN=KIF5B PE=3 SV=1,22247.23324,19942.4838,26230.81986,24918.13386,21545.30921,24880.37543,22247.23324,19942.4838,26230.81986,24918.13386,21545.30921,24880.37543
REVERSE5534,2,1,8.1678,0.647872016,0.090306765,1.063288243,0.06735434,I,C,Reversed Sequence 5534,1432.573724,1198.081309,1348.025149,1432.421662,1166.35841,1631.703789,1432.573724,1198.081309,1348.025149,1432.421662,1166.35841,1631.703789
A0A0D9S6E6,14,9,87.5621,0.647908936,0.090306765,1.174198928,0.067350303,C,I,Tripartite motif containing 28 OS=Chlorocebus sabaeus GN=TRIM28 PE=4 SV=1,57995.45173,114240.5055,117347.8627,108697.5904,69068.77041,68856.09221,57995.45173,114240.5055,117347.8627,108697.5904,69068.77041,68856.09221
REVERSE9023,3,1,13.2132,0.648880087,0.09037673,1.047502855,0.067244348,C,I,Reversed Sequence 9023,4930.627557,4571.089507,4823.266928,4976.345405,3548.526791,5150.492914,4930.627557,4571.089507,4823.266928,4976.345405,3548.526791,5150.492914
A0A0D9R1V0,6,1,26.7603,0.653327623,0.090930439,1.049989886,0.066764458,C,I,Eukaryotic translation initiation factor 3 subunit C OS=Chlorocebus sabaeus GN=EIF3C PE=3 SV=1,5288.161416,5794.932406,5094.502206,4310.134288,4624.636836,6472.611594,5288.161416,5794.932406,5094.502206,4310.134288,4624.636836,6472.611594
A0A0D9QYW2,10,7,67.6215,0.656471873,0.091302088,1.013589868,0.066430445,C,I,Proliferation-associated 2G4 OS=Chlorocebus sabaeus GN=PA2G4 PE=4 SV=1,52592.6895,50102.31364,54413.37701,53027.53054,50904.38255,51070.01145,52592.6895,50102.31364,54413.37701,53027.53054,50904.38255,51070.01145
A0A0D9RYW2,2,2,9.336,0.659733387,0.091689497,1.023833922,0.066088519,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,16508.20566,18831.65413,18911.0685,17948.12432,17346.68052,17693.21118,16508.20566,18831.65413,18911.0685,17948.12432,17346.68052,17693.21118
A0A0D9QZD8,8,2,44.5354,0.679717728,0.094398805,1.038012301,0.064091784,C,I,ARP1 actin-related protein 1 homolog A_ centractin alpha OS=Chlorocebus sabaeus GN=ACTR1A PE=3 SV=1,4205.199215,4896.243741,3825.253292,4209.570858,4090.422301,4153.323856,4205.199215,4896.243741,3825.253292,4209.570858,4090.422301,4153.323856
A0A0D9R082;A0A0D9R1Q0,5,5,46.4145,0.680595601,0.094452625,1.04136763,0.064007855,C,I,FUS RNA binding protein OS=Chlorocebus sabaeus GN=FUS PE=4 SV=1,52462.87917,62437.90007,63779.99385,62047.44816,49450.09815,60085.25299,52462.87917,62437.90007,63779.99385,62047.44816,49450.09815,60085.25299
A0A0D9RRD6;A0A0D9RQM4;A0A0D9SB66,6,3,34.5733,0.706223355,0.097938667,1.035664044,0.061691918,C,I,TMEM189-UBE2V1 readthrough OS=Chlorocebus sabaeus GN=TMEM189-UBE2V1 PE=3 SV=1,39637.56996,44597.34703,50424.61558,46367.54675,42060.56029,41594.30065,39637.56996,44597.34703,50424.61558,46367.54675,42060.56029,41594.30065
A0A0D9RNK5,5,1,35.5545,0.706752932,0.097941596,1.02287606,0.061646729,C,I,Mesencephalic astrocyte derived neurotrophic factor OS=Chlorocebus sabaeus GN=MANF PE=4 SV=1,27763.03098,24574.69391,23758.518,24500.19903,24122.75431,25771.43895,27763.03098,24574.69391,23758.518,24500.19903,24122.75431,25771.43895
A0A0D9RQA8;A0A0D9RW22,4,3,24.9268,0.709139045,0.098193715,1.040965163,0.061444427,I,C,Transcription elongation factor A1 OS=Chlorocebus sabaeus GN=TCEA1 PE=4 SV=1,28417.04035,39247.3317,37915.04577,36654.40654,33007.57177,40242.51755,28417.04035,39247.3317,37915.04577,36654.40654,33007.57177,40242.51755
A0A0D9S8G1,24,13,139.5953,0.70966778,0.098193715,1.039176985,0.061399888,C,I,Ciliary rootlet coiled-coil_ rootletin OS=Chlorocebus sabaeus GN=CROCC PE=4 SV=1,161458.7464,203233.0116,207148.9129,187424.9647,181432.7642,181424.542,161458.7464,203233.0116,207148.9129,187424.9647,181432.7642,181424.542
REVERSE8215,3,2,12.1528,0.710101527,0.098193715,1.021786188,0.061363427,I,C,Reversed Sequence 8215,6769.485298,6852.121939,5677.068925,6382.879878,6675.594171,6660.646697,6769.485298,6852.121939,5677.068925,6382.879878,6675.594171,6660.646697
A0A0D9RST7,2,1,9.8958,0.718996911,0.099352457,1.031444285,0.06063104,I,C,Tyrosine-protein kinase OS=Chlorocebus sabaeus GN=FYN PE=3 SV=1,4693.627818,5117.724493,5075.083923,4865.961453,4691.576914,5796.991211,4693.627818,5117.724493,5075.083923,4865.961453,4691.576914,5796.991211
A0A0D9R2J6,68,44,365.8569,0.724703611,0.100069234,1.007193945,0.060176396,I,C,AHNAK nucleoprotein OS=Chlorocebus sabaeus GN=AHNAK PE=4 SV=1,343619.5618,353599.3809,365221.7092,362847.6984,353654.2542,353581.8385,343619.5618,353599.3809,365221.7092,362847.6984,353654.2542,353581.8385
A0A0D9QVT6,3,2,13.7921,0.72676339,0.100281768,1.045655369,0.060015175,I,C,Double PHD fingers 1 OS=Chlorocebus sabaeus GN=DPF1 PE=4 SV=1,4978.978533,6123.598057,3818.022066,5405.972622,5702.470499,4493.360972,4978.978533,6123.598057,3818.022066,5405.972622,5702.470499,4493.360972
A0A0D9RYP9,2,2,9.1159,0.730995233,0.100793493,1.019812046,0.059688687,I,C,Cytohesin 3 OS=Chlorocebus sabaeus GN=CYTH3 PE=4 SV=1,9327.244423,10045.96897,8839.16186,10012.81468,9878.405456,8880.09999,9327.244423,10045.96897,8839.16186,10012.81468,9878.405456,8880.09999
A0A0D9RQ92,2,2,4.8578,0.739576361,0.10190376,1.585987924,0.059045995,C,I,Nuclear casein kinase and cyclin dependent kinase substrate 1 OS=Chlorocebus sabaeus GN=NUCKS1 PE=4 SV=1,1665.833923,5896.416012,635.3541485,3082.545808,551.1651358,1535.057344,1665.833923,5896.416012,635.3541485,3082.545808,551.1651358,1535.057344
A0A0D9RCI1,5,1,28.9648,0.748242686,0.10302417,1.054282344,0.058422772,C,I,Eukaryotic translation initiation factor 5 OS=Chlorocebus sabaeus GN=EIF5 PE=4 SV=1,5904.734225,4980.898427,3989.698264,4672.413737,5121.661658,4315.362175,5904.734225,4980.898427,3989.698264,4672.413737,5121.661658,4315.362175
A0A0D9RIF7;A0A0D9S3C9;A0A0D9R948,3,1,39.7084,0.751289913,0.10333929,1.007674571,0.058209711,I,C,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,42547.71347,44225.84455,45302.58922,44004.64067,43518.65988,45566.4745,42547.71347,44225.84455,45302.58922,44004.64067,43518.65988,45566.4745
A0A0D9QXK1,1,1,10.9238,0.751604287,0.10333929,1.017468242,0.058187909,I,C,Ribosomal protein S13 OS=Chlorocebus sabaeus GN=RPS13 PE=3 SV=1,11133.31862,12124.00787,13469.55323,12915.84192,12029.61424,12422.97757,11133.31862,12124.00787,13469.55323,12915.84192,12029.61424,12422.97757
A0A0D9RBW5;A0A0D9RRX3,4,4,27.6343,0.753629974,0.103543898,1.018475176,0.058048217,I,C,Ribosomal protein L36a OS=Chlorocebus sabaeus GN=RPL36A PE=3 SV=1,31495.04078,35239.84002,39148.99085,36794.20933,34716.17098,36329.71449,31495.04078,35239.84002,39148.99085,36794.20933,34716.17098,36329.71449
A0A0D9R829,9,1,61.2997,0.754941018,0.103619323,1.028730172,0.05795854,I,C,DExD-box helicase 39B OS=Chlorocebus sabaeus GN=DDX39B PE=4 SV=1,7622.810638,6004.712203,5293.872203,6682.240241,5972.722066,6810.047671,7622.810638,6004.712203,5293.872203,6682.240241,5972.722066,6810.047671
A0A0D9RHX2;A0A0D9S6J4,6,2,35.4856,0.755254809,0.103619323,1.021359339,0.057937162,I,C,Calcium dependent secretion activator OS=Chlorocebus sabaeus GN=CADPS PE=4 SV=1,22307.46037,22315.9898,23796.71756,21309.48977,25524.34822,23047.73931,22307.46037,22315.9898,23796.71756,21309.48977,25524.34822,23047.73931
A0A0D9QYL1,8,4,39.3138,0.758506419,0.103991369,1.023804642,0.057717559,C,I,DNA-directed RNA polymerase subunit beta OS=Chlorocebus sabaeus GN=POLR2B PE=3 SV=1,12571.55993,12754.91682,10693.57905,11004.63767,12259.74769,11918.16249,12571.55993,12754.91682,10693.57905,11004.63767,12259.74769,11918.16249
A0A0D9SAI4,3,2,15.231,0.764422787,0.104697177,1.025542966,0.057326951,C,I,Ubiquilin 2 OS=Chlorocebus sabaeus GN=UBQLN2 PE=4 SV=1,6748.69937,7638.18102,6104.341378,6746.649016,6501.10295,6733.099599,6748.69937,7638.18102,6104.341378,6746.649016,6501.10295,6733.099599
REVERSE13348,2,1,9.6116,0.764741593,0.104697177,1.020698142,0.057306229,C,I,Reversed Sequence 13348,5115.132915,5934.077027,5773.282734,5326.008372,5170.206282,5985.144512,5115.132915,5934.077027,5773.282734,5326.008372,5170.206282,5985.144512
A0A0D9R7T1;A0A0D9SAP7,13,10,136.2359,0.766141078,0.104814279,1.006600985,0.057215657,I,C,Heterogeneous nuclear ribonucleoprotein H1 OS=Chlorocebus sabaeus GN=HNRNPH1 PE=4 SV=1,211390.7821,212718.1239,225706.8805,215904.1753,217399.6982,220801.3369,211390.7821,212718.1239,225706.8805,215904.1753,217399.6982,220801.3369
A0A0D9RRF2,3,2,15.2275,0.769740711,0.105231999,1.029383158,0.05698562,I,C,Thioredoxin related transmembrane protein 1 OS=Chlorocebus sabaeus GN=TMX1 PE=4 SV=1,17145.87586,14282.33255,12985.17573,13428.64145,16231.42167,16058.32652,17145.87586,14282.33255,12985.17573,13428.64145,16231.42167,16058.32652
A0A0D9R354,4,3,25.7447,0.785907542,0.107365983,1.015181729,0.056003649,C,I,Solute carrier family 3 member 2 OS=Chlorocebus sabaeus GN=SLC3A2 PE=4 SV=1,21061.71519,23839.34544,21640.26526,22649.80335,22525.21386,20371.2037,21061.71519,23839.34544,21640.26526,22649.80335,22525.21386,20371.2037
A0A0D9S5I4,7,7,74.4711,0.788406945,0.107561464,1.007146153,0.055859195,I,C,GTP-binding nuclear protein Ran OS=Chlorocebus sabaeus GN=RAN PE=3 SV=1,107663.0244,111124.2024,113841.9621,113978.5206,113434.8463,107592.8411,107663.0244,111124.2024,113841.9621,113978.5206,113434.8463,107592.8411
